make,model,variant,yearFrom,yearTo,bodyType,doors,seats,engineCode,engineDisplacement,engineCylinders,engineValves,engineFuelType,enginePowerBhp,enginePowerKw,engineTorqueNm,engineAspiration,enginePosition,gearboxType,gears,drivetrain,acceleration0100,topSpeedKph,topSpeedMph,fuelEconomyCombinedMpg,fuelEconomyCombinedL100,fuelEconomyUrbanL100,fuelEconomyExtraUrbanL100,fuelTankLitres,co2Gkm,emissionsStandard,noxMgkm,lengthMm,widthMm,heightMm,wheelbaseMm,weightKg,grossWeightKg,bootLitres,bootLitresMax,tyreFront,tyreRear,brakeFront,brakeRear,batteryKwh,electricRangeKm,chargingKw
AUDI,100 (C1),1.8L 4AT RWD (100 HP),1968,1976,,,,,1760,4,,PETROL,99,73.5,150,,,AUTOMATIC,4,RWD,11.9,172,107,21.8,10.8,12,10,57,,,,4623,1702,1372,2629,1090,,651,,165 Sr 14,,Discs,Drums,,,
AUDI,100 (C1),1.8L 4MT RWD (100 HP),1968,1976,,,,,1760,4,,PETROL,99,73.5,150,,,MANUAL,4,RWD,11.9,171,106,23.3,10.1,11.5,9.2,57,,,,4623,1702,1372,2629,1080,,651,,165 Sr 14,,Discs,Drums,,,
AUDI,100 (C1),1.8L 4MT RWD (80 HP),1968,1976,,,,,1760,4,,PETROL,79,58.8,135,,,MANUAL,4,RWD,13.5,156,97,26.4,8.9,,,,,,,4623,1702,1372,2629,1050,,651,,165 Sr 14,,Discs,Drums,,,
AUDI,100 (C1),1.8L 4MT RWD (90 HP),1968,1976,,,,,1760,4,,PETROL,89,66.2,142,,,MANUAL,4,RWD,12.2,163,101,26.4,8.9,,,57,,,,4623,1702,1372,2629,1060,,651,,165 Sr 14,,Discs,Drums,,,
AUDI,100 (C1),1.9L 3AT RWD (112 HP),1968,1976,,,,,1871,4,,PETROL,111,82.4,160,,,AUTOMATIC,3,RWD,12,175,109,24,9.8,,,,,,,4623,1702,1372,2629,1120,,651,,165 Sr 14,,Discs,Drums,,,
AUDI,100 (C1),1.9L 4MT RWD (112 HP),1968,1976,,,,,1871,4,,PETROL,111,82.4,160,,,MANUAL,4,RWD,10.8,179,111,26.4,8.9,,,57,,,,4623,1702,1372,2629,1100,,651,,165 Sr 14,,Discs,Drums,,,
AUDI,100 (C2),1.6L 4MT RWD (85 HP),1976,1982,,,,,1588,4,,PETROL,84,63,168,,,AUTOMATIC,4,FWD,14.3,159,99,24.5,9.6,12.6,9.2,60,,,,4681,1770,1389,2670,1110,,643,,165Sr14,,Discs,Drums,,,
AUDI,100 (C2),2.0L D 3AT RWD (70 HP),1976,1982,,,,,1986,5,,DIESEL,68,51,122,,,AUTOMATIC,3,FWD,20.5,145,90,28.3,8.3,9,9.1,60,,,,4681,1770,1389,2670,1240,,643,,165Sr14,,Discs,Drums,,,
AUDI,100 (C2),2.0L D 4MT RWD (70 HP),1976,1982,,,,,1986,5,,DIESEL,68,51,122,,,MANUAL,4,FWD,18.5,150,93,30.5,7.7,9,8.5,60,,,,4681,1770,1389,2670,1210,,643,,165Sr14,,Discs,Drums,,,
AUDI,100 (C2),2.0L D 5MT RWD (70 HP),1976,1982,,,,,1986,5,,DIESEL,68,51,122,,,MANUAL,5,FWD,18.5,150,93,31.8,7.4,9,7.6,60,,,,4681,1770,1389,2670,1210,,643,,165Sr14,,Discs,Drums,,,
AUDI,100 (C2),2.1L 3AT RWD (115 HP),1976,1982,,,,,2144,5,,PETROL,114,85,170,,,AUTOMATIC,3,FWD,13.8,172,107,20.5,11.5,14.8,1,60,,,,4681,1770,1389,2670,1170,,643,,165Sr14,,Discs,Discs,,,
AUDI,100 (C2),2.1L 4MT RWD (115 HP),1976,1982,,,,,2144,5,,PETROL,114,85,170,,,MANUAL,4,FWD,11.5,176,,20.8,11.3,14.8,10,60,,,,4681,1770,1389,2670,1170,,643,,165Sr14,,Discs,Discs,,,
AUDI,100 (C2),2.1L 4MT RWD (136 HP),1976,1982,,,,,2144,5,,PETROL,134,100,185,,,MANUAL,4,FWD,9.5,190,118,21.4,11,14.5,10.4,60,,,,4681,1770,1389,2670,1170,,643,,165Sr14,,Discs,Discs,,,
AUDI,100 (C2),2.1L 5MT RWD (115 HP),1976,1982,,,,,2144,5,,PETROL,114,85,170,,,MANUAL,5,FWD,11.5,175,109,22.8,10.3,14.8,9,60,,,,4681,1770,1389,2670,1170,,643,,165Sr14,,Discs,Discs,,,
AUDI,100 (C3),1.8L 3AT FWD (75 HP),1982,1991,,,,,1781,4,,PETROL,74,55,138,,,AUTOMATIC,3,FWD,17.2,163,101,26.1,9,10.7,9.3,79,,,,4790,1811,1420,2687,1080,,569,,165 Sr14,,Discs,Drums,,,
AUDI,100 (C3),1.8L 3AT FWD (90 HP),1982,1991,,,,,1781,4,,PETROL,89,66,138,,,AUTOMATIC,3,FWD,14,172,107,31.4,7.5,9.7,8.3,79,,,,4790,1811,1420,2687,1080,,569,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 (C3),1.8L 4MT FWD (75 HP),1982,1991,,,,,1781,4,,PETROL,74,55,138,,,MANUAL,4,FWD,14.9,166,103,29.8,7.9,9.8,7.7,79,,,,4790,1811,1420,2687,1059,,569,,165 Sr14,,Discs,Drums,,,
AUDI,100 (C3),1.8L 4MT FWD (90 HP),1982,1991,,,,,1781,4,,PETROL,89,66,138,,,MANUAL,4,FWD,12,175,109,32.6,7.2,,,79,,,,4790,1811,1420,2687,1084,,569,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 (C3),1.8L 5MT FWD (75 HP),1982,1991,,,,,1781,4,,PETROL,74,55,138,,,MANUAL,5,FWD,14.9,166,103,30.5,7.7,9.8,7.5,,,,,4790,1811,1420,2687,1080,,569,,165 Sr14,,Discs,Drums,,,
AUDI,100 (C3),1.8L quattro 5MT AWD (90 HP),1982,1991,,,,,1781,4,,PETROL,89,66,138,,,MANUAL,5,,12.9,175,109,28.7,8.2,10.9,7.7,79,,,,4790,1811,1420,2687,1200,,569,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 (C3),1.9L 3AT FWD (100 HP),1982,1991,,,,,1921,5,,PETROL,99,74,150,,,AUTOMATIC,3,FWD,14.1,172,107,24.8,9.5,11.5,9.6,79,,,,4790,1811,1420,2687,1145,,569,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 (C3),1.9L 5MT FWD (100 HP),1982,1991,,,,,1921,5,,PETROL,99,74,150,,,MANUAL,5,FWD,12.2,175,109,29,8.1,10.9,7.6,79,,,,4790,1811,1420,2687,1145,,569,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 (C3),2.0L 3AT FWD (115 HP),1982,1991,,,,,1994,5,,PETROL,114,85,170,,,AUTOMATIC,3,FWD,12.6,187,116,23.8,9.9,12.5,9.4,,,,,4790,1811,1420,2687,1250,,569,,185/70 Hr14,,Discs,Drums,,,
AUDI,100 (C3),2.0L 5MT FWD (115 HP),1982,1991,,,,,1994,5,,PETROL,114,85,170,,,MANUAL,5,FWD,10.7,190,118,26.4,8.9,11.4,6.7,79,,,,4790,1811,1420,2687,1210,,569,,185/70 Hr14,,Discs,Drums,,,
AUDI,100 (C3),2.0L D 3AT FWD (70 HP),1982,1991,,,,,1986,5,,DIESEL,69,51.5,123,,,AUTOMATIC,3,FWD,21,153,95,29,8.1,9,8.9,79,,,,4790,1811,1420,2687,1210,,569,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 (C3),2.0L D 5MT FWD (70 HP),1982,1991,,,,,1986,5,,DIESEL,69,51.5,123,,,MANUAL,5,FWD,17.9,154,96,33.6,7,9,7.1,79,,,,4790,1811,1420,2687,1223,,569,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 (C3),2.0L TD 3AT FWD (87 HP),1982,1991,,,,,1986,5,,DIESEL,86,64,172,,,AUTOMATIC,3,FWD,17.1,171,106,28.3,8.3,9.1,8.2,79,,,,4790,1811,1420,2687,1250,,569,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 (C3),2.0L TD 5MT FWD (87 HP),1982,1991,,,,,1986,5,,DIESEL,86,64,172,,,MANUAL,5,FWD,14,172,107,32.7,7.2,9.1,7.3,79,,,,4790,1811,1420,2687,1223,,569,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 (C3),2.2L 3AT FWD (138 HP),1982,1991,,,,,2226,5,,PETROL,135,101,188,,,AUTOMATIC,3,FWD,11.3,200,124,24.8,9.5,12.7,8.8,79,,,,4790,1811,1420,2687,1250,,569,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 (C3),2.2L 5MT FWD (138 HP),1982,1991,,,,,2226,5,,PETROL,135,101,188,,,MANUAL,5,FWD,9.6,203,126,26.1,9,12.4,8.1,79,,,,4790,1811,1420,2687,1219,,569,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 (C3),2.2L Turbo 3AT FWD (165 HP),1982,1991,,,,,2226,5,,PETROL,162,121,240,,,AUTOMATIC,3,FWD,9.2,212,132,21.6,10.9,14.4,10.3,79,,,,4790,1811,1420,2687,1300,,569,,205/60 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 (C3),2.2L Turbo 5MT FWD (165 HP),1982,1991,,,,,2226,5,,PETROL,162,121,240,,,MANUAL,5,FWD,8,216,134,24.2,9.7,13.2,6.9,79,,,,4790,1811,1420,2687,1266,,569,,205/60 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 (C3),2.2L Turbo quattro 5MT AWD (165 HP),1982,1991,,,,,2226,5,,PETROL,162,121,240,,,MANUAL,5,,8,216,134,21.8,10.8,14.9,9.9,,,,,4790,1811,1420,2687,1410,,569,,205/60 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 (C3),2.2L quattro 5MT FWD (138 HP),1982,1991,,,,,2226,5,,PETROL,135,101,188,,,MANUAL,5,,9.6,203,126,25,9.4,12.9,8.4,79,,,,4790,1811,1420,2687,1330,,569,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 (C3),2.3L 3AT FWD (136 HP),1982,1991,,,,,2309,5,,PETROL,134,100,190,,,AUTOMATIC,3,FWD,11.6,198,123,25,9.4,11.9,9.1,,,,,4790,1811,1420,2687,1250,,569,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 (C3),2.3L 5MT FWD (136 HP),1982,1991,,,,,2309,5,,PETROL,134,100,190,,,MANUAL,5,FWD,9.8,201,125,26.4,8.9,11.4,6.7,,,,,4790,1811,1420,2687,1223,,569,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 (C3),2.3L quattro 5MT AWD (136 HP),1982,1991,,,,,2309,5,,PETROL,134,100,190,,,MANUAL,5,,9.8,201,125,25.6,9.2,11.9,8.8,79,,,,4790,1811,1420,2687,1330,,569,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 (C4),2.0L 4AT FWD (101 HP),1991,1994,,,,,1984,4,,PETROL,99,74,157,,,AUTOMATIC,4,FWD,14.7,180,112,26.1,9,11.5,8.3,79,,,,4790,1778,1430,2687,1310,,510,,195/65 Tr15,,Discs,Drums,,,
AUDI,100 (C4),2.0L 4AT FWD (115 HP),1991,1994,,,,,1984,4,,PETROL,114,85,168,,,AUTOMATIC,4,FWD,12.6,188,117,26.4,8.9,11.7,8.1,79,,,,4790,1778,1430,2687,1325,,510,,195/65 Vr15,,Discs,Drums,,,
AUDI,100 (C4),2.0L 5MT FWD (101 HP),1991,1994,,,,,1984,4,,PETROL,99,74,157,,,MANUAL,5,FWD,12.6,182,113,28.3,8.3,10.7,7.8,79,,,,4790,1778,1430,2687,1282,,510,,195/65 Tr15,,Discs,Drums,,,
AUDI,100 (C4),2.0L 5MT FWD (115 HP),1991,1994,,,,,1984,4,,PETROL,114,85,168,,,MANUAL,5,FWD,11,192,119,27.7,8.5,11.1,7.8,79,,,,4790,1778,1430,2687,1297,,510,,195/65 Vr15,,Discs,Drums,,,
AUDI,100 (C4),2.0L quattro 5MT AWD (115 HP),1991,1994,,,,,1984,4,,PETROL,114,85,168,,,MANUAL,5,,11.4,192,119,25.6,9.2,11.9,8.5,79,,,,4790,1778,1430,2687,1430,,510,,195/65 Vr15,,Discs,Drums,,,
AUDI,100 (C4),2.3 quattro 5MT AWD (133 HP),1991,1994,,,,,2309,5,,PETROL,131,98,186,,,MANUAL,5,,10.4,203,126,23.8,9.9,12.7,9.6,79,,,,4790,1778,1430,2687,1470,,510,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 (C4),2.3L 4AT FWD (133 HP),1991,1994,,,,,2309,5,,PETROL,131,98,186,,,AUTOMATIC,4,FWD,11.9,200,124,23.5,10,12.8,9.6,79,,,,4790,1778,1430,2687,1342,,510,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 (C4),2.3L 5MT FWD (133 HP),1991,1994,,,,,2309,5,,PETROL,131,98,186,,,MANUAL,5,FWD,10.2,203,126,24.8,9.5,12.5,7,79,,,,4790,1778,1430,2687,1342,,510,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 (C4),2.4L D 5MT FWD (82 HP),1991,1994,,,,,2370,5,,DIESEL,80,60,164,,,MANUAL,5,FWD,16.8,167,104,31.4,7.5,9.9,7.2,79,,,,4790,1778,1430,2687,1350,,510,,195/65 Tr15,,Discs,Drums,,,
AUDI,100 (C4),2.5L TDI 5MT FWD (115 HP),1991,1994,,,,,2460,5,,DIESEL,113,84.6,265,,,MANUAL,5,FWD,11.1,195,121,37.3,6.3,7.5,4.8,79,,,,4790,1778,1430,2687,1403,,510,,195/65 Vr15,,Ventilated Discs,Drums,,,
AUDI,100 (C4),2.5L TDI 6MT FWD (115 HP),1991,1994,,,,,2460,5,,DIESEL,113,84.6,265,,,MANUAL,6,FWD,11.1,195,121,39.2,6,7.5,6.1,79,,,,4790,1778,1430,2687,1425,,510,,195/65 Vr15,,Ventilated Discs,Drums,,,
AUDI,100 (C4),2.6L 4AT FWD (150 HP),1991,1994,,,,,2598,6,,PETROL,148,110,225,,,AUTOMATIC,4,FWD,11,208,129,23.3,10.1,13.5,9.2,79,,,,4790,1778,1430,2687,1400,,510,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 (C4),2.6L 5MT FWD (150 HP),1991,1994,,,,,2598,6,,PETROL,148,110,225,,,MANUAL,5,FWD,9.5,209,130,25,9.4,12.5,6.9,79,,,,4790,1778,1430,2687,1416,,510,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 (C4),2.6L quattro 4AT AWD (150 HP),1991,1994,,,,,2598,6,,PETROL,148,110,225,,,AUTOMATIC,4,,11.9,208,129,20.8,11.3,14.8,10.5,79,,,,4790,1778,1430,2687,1500,,510,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 (C4),2.6L quattro 5MT AWD (150 HP),1991,1994,,,,,2598,6,,PETROL,148,110,225,,,MANUAL,5,,9.7,211,131,22.2,10.6,13.4,10,79,,,,4790,1778,1430,2687,1500,,510,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 (C4),2.8L V6 4AT FWD (174 HP),1991,1994,,,,,2771,6,,PETROL,172,128,245,,,AUTOMATIC,4,FWD,9.2,216,134,22.6,10.4,13.9,9.6,79,,,,4790,1778,1430,2687,1400,,510,,195/65 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 (C4),2.8L V6 5MT FWD (174 HP),1991,1994,,,,,2771,6,,PETROL,172,128,245,,,MANUAL,5,FWD,8,217,135,25,9.4,12.5,7,79,,,,4790,1778,1430,2687,1372,,510,,195/65 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 (C4),2.8L V6 quattro 5MT AWD (174 HP),1991,1994,,,,,2771,6,,PETROL,172,128,245,,,MANUAL,5,,8,217,135,21.6,10.9,13.5,10,79,,,,4790,1778,1430,2687,1500,,510,,195/65 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C3),1.8L 3AT FWD (75 HP),1983,1991,,,,,1781,4,,PETROL,74,55.2,138,,,AUTOMATIC,3,FWD,18.4,158,98,21.6,10.9,12.4,10.3,79,,,,4790,1811,1420,2690,1140,,643,,185/70 Hr 14,,Discs,Drums,,,
AUDI,100 Avant (C3),1.8L 3AT FWD (90 HP),1983,1991,,,,,1781,4,,PETROL,90,67,145,,,AUTOMATIC,3,FWD,15,169,105,27.4,8.6,11.2,6.5,79,,,,4790,1811,1420,2690,1130,,643,,185/70 Hr 14,,Discs,Drums,,,
AUDI,100 Avant (C3),1.8L 4MT FWD (75 HP),1983,1991,,,,,1781,4,,PETROL,74,55.2,138,,,MANUAL,4,FWD,15.7,159,99,25.6,9.2,11,8.9,79,,,,4790,1811,1420,2690,1130,,643,,185/70 Hr 14,,Discs,Drums,,,
AUDI,100 Avant (C3),1.8L 4MT FWD (90 HP),1983,1991,,,,,1781,4,,PETROL,90,67,145,,,MANUAL,4,FWD,13,175,109,28,8.4,10.9,6.2,79,,,,4790,1811,1420,2690,1130,,643,,185/70 Hr 14,,Discs,Drums,,,
AUDI,100 Avant (C3),1.8L quattro 5MT AWD (90 HP),1983,1991,,,,,1781,4,,PETROL,90,67,145,,,MANUAL,5,,13.4,174,108,27.4,8.6,10.9,7.7,79,,,,4790,1811,1420,2690,1240,,643,,185/70 Hr 14,,Discs,Drums,,,
AUDI,100 Avant (C3),2.0L 3AT FWD (115 HP),1983,1991,,,,,1994,5,,PETROL,114,85,170,,,AUTOMATIC,3,FWD,13.5,183,114,23.8,9.9,12.5,9.4,79,,,,4790,1811,1420,2690,1290,,643,,185/70 Hr14,,Discs,Drums,,,
AUDI,100 Avant (C3),2.0L 5MT FWD (115 HP),1983,1991,,,,,1994,5,,PETROL,114,85,170,,,MANUAL,5,FWD,11.2,188,,26.4,8.9,11.6,8.5,79,,,,4790,1811,1420,2690,1231,,643,,185/70 Hr14,,Discs,Drums,,,
AUDI,100 Avant (C3),2.0L D 3AT FWD (70 HP),1983,1991,,,,,1986,5,,DIESEL,69,51.5,123,,,AUTOMATIC,3,FWD,20.1,150,93,29.8,7.9,9.3,8,79,,,,4790,1811,1420,2690,1260,,643,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 Avant (C3),2.0L D 5MT FWD (70 HP),1983,1991,,,,,1986,5,,DIESEL,69,51.5,123,,,MANUAL,5,FWD,19.3,151,94,33.1,7.1,8.6,7.6,79,,,,4790,1811,1420,2690,1248,,643,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 Avant (C3),2.0L TD 3AT FWD (87 HP),1983,1991,,,,,1986,5,,DIESEL,86,64,172,,,AUTOMATIC,3,FWD,15.2,150,93,24.5,9.6,10.8,9,,,,,4790,1811,1420,2690,1260,,643,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 Avant (C3),2.0L TD 5MT FWD (87 HP),1983,1991,,,,,1986,5,,DIESEL,86,64,172,,,MANUAL,5,FWD,14.4,171,106,30.9,7.6,9,7,,,,,4790,1811,1420,2690,1230,,643,,185/70 Sr14,,Discs,Drums,,,
AUDI,100 Avant (C3),2.2L 3AT FWD (138 HP),1983,1991,,,,,2226,5,,PETROL,135,101,188,,,MANUAL,5,FWD,11.8,196,122,24.8,9.5,12.7,8.8,79,,,,4790,1811,1420,2690,1290,,643,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C3),2.2L 5MT FWD (138 HP),1983,1991,,,,,2226,5,,PETROL,135,101,188,,,MANUAL,5,FWD,10.2,200,124,25.3,9.3,12.4,8.1,79,,,,4790,1811,1420,2690,1290,,643,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C3),2.2L Turbo 3AT FWD (165 HP),1983,1991,,,,,2226,5,,PETROL,162,121,240,,,AUTOMATIC,3,FWD,13.5,183,114,21.4,11,12.5,9.8,79,,,,4790,1811,1420,2690,1340,,643,,205/60 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C3),2.2L Turbo 5MT FWD (165 HP),1983,1991,,,,,2226,5,,PETROL,162,121,240,,,MANUAL,5,FWD,8.2,212,132,23.5,10,13.2,9.4,79,,,,4790,1811,1420,2690,1340,,643,,205/60 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C3),2.2L Turbo quattro 5MT AWD (165 HP),1983,1991,,,,,2226,5,,PETROL,162,121,240,,,MANUAL,5,,8.2,212,132,21.8,10.8,14.9,9.9,,,,,4790,1811,1420,2690,1450,,643,,205/60 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C3),2.2L quattro 5MT AWD (138 HP),1983,1991,,,,,2226,5,,PETROL,135,101,188,,,MANUAL,5,,9.8,200,124,25,9.4,12.9,8.4,79,,,,4790,1811,1420,2690,1370,,643,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C3),2.3L 3AT FWD (136 HP),1983,1991,,,,,2309,5,,PETROL,134,100,190,,,AUTOMATIC,3,FWD,12.1,195,121,22.2,10.6,11.9,9.1,79,,,,4790,1811,1420,2690,1290,,643,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C3),2.3L 5MT FWD (136 HP),1983,1991,,,,,2309,5,,PETROL,134,100,190,,,MANUAL,5,FWD,10.4,198,123,25.8,9.1,11.4,8.5,79,,,,4790,1811,1420,2690,1290,,643,,185/70 Hr14,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C4),2.0L 4AT FWD (115 HP),1991,1994,,,,,1984,4,,PETROL,113,84.6,168,,,AUTOMATIC,4,FWD,13.1,179,111,24,9.8,12.6,8.9,79,,,,4790,1778,1440,2687,1375,,391,,195/65 Vr15,,Discs,Drums,,,
AUDI,100 Avant (C4),2.0L 5MT FWD (101 HP),1991,1994,,,,,1984,4,,PETROL,99,74,157,,,MANUAL,5,FWD,13.1,175,109,27.7,8.5,10.7,6.6,79,,,,4790,1778,1440,2687,1335,,391,,195/65 Tr15,,Discs,Drums,,,
AUDI,100 Avant (C4),2.0L 5MT FWD (115 HP),1991,1994,,,,,1984,4,,PETROL,113,84.6,168,,,MANUAL,5,FWD,11.5,183,114,26.4,8.9,11.8,8.3,79,,,,4790,1778,1440,2687,1333,,391,,195/65 Vr15,,Discs,Drums,,,
AUDI,100 Avant (C4),2.0L quattro 5MT AWD (115 HP),1991,1994,,,,,1984,4,,PETROL,113,84.6,168,,,MANUAL,5,,11.9,183,114,25.8,9.1,12,8.6,79,,,,4790,1778,1440,2687,1480,,391,,195/65 Vr15,,Discs,Drums,,,
AUDI,100 Avant (C4),2.3L 4AT FWD (133 HP),1991,1994,,,,,2309,5,,PETROL,131,98,186,,,AUTOMATIC,4,FWD,12.2,188,117,22.2,10.6,14.1,8,79,,,,4790,1778,1440,2687,1420,,391,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.3L 5MT FWD (133 HP),1991,1994,,,,,2309,5,,PETROL,131,98,186,,,MANUAL,5,FWD,10.5,195,121,23.8,9.9,13,7.3,79,,,,4790,1778,1440,2687,1379,,391,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.3L quattro 5MT AWD (133 HP),1991,1994,,,,,2309,5,,PETROL,131,98,186,,,MANUAL,5,,10.7,195,121,21.8,10.8,13.6,8,79,,,,4790,1778,1440,2687,1520,,391,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.4L D 5MT FWD (82 HP),1991,1994,,,,,2370,5,,DIESEL,80,60,164,,,MANUAL,5,FWD,17.5,164,102,30.5,7.7,9.9,5.5,79,,,,4790,1778,1440,2687,1397,,391,,195/65 Tr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.5L TDI 4AT FWD (115 HP),1991,1994,,,,,2460,5,,DIESEL,114,85,265,,,AUTOMATIC,4,FWD,14,185,115,33.6,7,8.2,5.6,79,,,,4790,1778,1440,2687,1475,,391,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.5L TDI 5MT FWD (115 HP),1991,1994,,,,,2460,5,,DIESEL,114,85,265,,,MANUAL,5,FWD,11.6,192,119,36.2,6.5,7.5,5,79,,,,4790,1778,1440,2687,1444,,391,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.6 quattro 5MT AWD (150 HP),1991,1994,,,,,2598,6,,PETROL,148,110,225,,,MANUAL,5,,10,203,126,21.8,10.8,13.1,8,79,,,,4790,1778,1440,2687,1550,,391,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.6L 4AT FWD (150 HP),1991,1994,,,,,2598,6,,PETROL,148,110,225,,,AUTOMATIC,4,FWD,11.3,200,124,22.2,10.6,13.3,8,79,,,,4790,1778,1440,2687,1450,,391,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.6L 5MT FWD (150 HP),1991,1994,,,,,2598,6,,PETROL,148,110,225,,,MANUAL,5,FWD,9.8,203,126,24.5,9.6,12.5,7.3,79,,,,4790,1778,1440,2687,1450,,391,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.6L quattro 4AT AWD (150 HP),1991,1994,,,,,2598,6,,PETROL,148,110,225,,,AUTOMATIC,4,,12.2,200,124,21.4,11,14.2,8.8,79,,,,4790,1778,1440,2687,1550,,391,,195/65 Vr15,,Discs,Discs,,,
AUDI,100 Avant (C4),2.8L V6 4AT FWD (174 HP),1991,1994,,,,,2771,6,,PETROL,172,128,245,,,AUTOMATIC,4,FWD,9.5,208,129,21.8,10.8,12.8,9.9,79,,,,4790,1778,1440,2687,1450,,391,,195/65 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C4),2.8L V6 5MT FWD (174 HP),1991,1994,,,,,2771,6,,PETROL,172,128,245,,,MANUAL,5,FWD,8.3,216,134,24.5,9.6,11.6,8.3,79,,,,4790,1778,1440,2687,1413,,391,,195/65 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C4),2.8L V6 quattro 4AT AWD (174 HP),1991,1994,,,,,2771,6,,PETROL,172,128,245,,,AUTOMATIC,4,,9.5,208,129,21.4,11,13,10.2,79,,,,4790,1778,1440,2687,1550,,391,,195/65 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 Avant (C4),2.8L V6 quattro 5MT AWD (174 HP),1991,1994,,,,,2771,6,,PETROL,172,128,245,,,MANUAL,5,,8.3,212,132,20.3,11.6,14,10.3,79,,,,4790,1778,1440,2687,1550,,391,,195/65 Vr15,,Ventilated Discs,Discs,,,
AUDI,100 Coupe,1.8L 4MT RWD (100 HP),1969,1976,,,,,1760,4,,PETROL,99,73.5,150,,,MANUAL,4,RWD,11.9,172,107,22.6,10.4,10.6,10,,,,,4623,1702,1372,2629,1080,,651,,165 Sr 14,,Discs,Drums,,,
AUDI,100 Coupe,1.8L 4MT RWD (90 HP),1969,1976,,,,,1760,4,,PETROL,89,66.2,142,,,MANUAL,4,RWD,12.2,163,101,22.6,10.4,10.6,10,,,,,4623,1702,1372,2629,1060,,651,,165 Sr 14,,Discs,Drums,,,
AUDI,100 Coupe S,1.9L 3AT FWD (112 HP),1970,1976,,,,,1871,4,,PETROL,111,82.4,160,,,AUTOMATIC,3,FWD,11.2,179,111,23.3,10.1,,,,,,,4463,1745,1334,2565,1120,,501,,185/70 Hr 14,,Discs,Drums,,,
AUDI,100 Coupe S,1.9L 4MT FWD (112 HP),1970,1976,,,,,1871,4,,PETROL,111,82.4,160,,,MANUAL,4,FWD,10.2,183,114,26.4,8.9,,,,,,,4463,1745,1334,2565,1100,,501,,185/70 Hr 14,,Discs,Drums,,,
AUDI,100 Coupe S,1.9L 4MT FWD (115 HP),1970,1976,,,,,1871,4,,PETROL,113,84.6,159,,,MANUAL,4,FWD,10,185,115,24.5,9.6,11.5,8.4,,,,,4463,1745,1334,2565,1100,,501,,185/70 Hr 14,,Discs,Drums,,,
